value,time
-12.97,1991
-12.36,1992
-11.43,1993
-11.4,1994
-12.1,1995
-13.88,1996
-13.07,1997
-12.1,1998
-13.36,1999
-14.29,2000
-13.47,2001
-12.64,2002
-12.84,2003
-14.09,2004
-15.46,2005
-14.17,2006
-12.94,2007
-12.97,2008
-11.88,2009
-9.11,2010
-10.64,2011
-11.44,2012
-11.02,2013
-11.17,2014
-11.15,2015
-11.65,2016
-12.12,2017
-11.8,2018
-11.91,2019
-13.01,2020
-12.4,2021
-11.29,2022
-11.26,2023
-11.22,2024
-10.03,2025
-8.97,2026
-7.84,2027
-7.43,2028
-6.84,2029
-9.12,2030
-10.46,2031
-10.42,2032
-10.42,2033
-11.11,2034
-11.17,2035
-12.68,2036
-13.73,2037
-13.6,2038
-12.8,2039
-13.78,2040
-15.71,2041
-16.53,2042
-16.23,2043
-16.14,2044
-16.96,2045
-17.38,2046
-16.58,2047
-16.88,2048
-16.88,2049
-17.62,2050
-17.21,2051
-17.65,2052
-17.94,2053
-18.13,2054
-18.63,2055
-17.97,2056
-16.62,2057
-17.74,2058
-17.74,2059
-16.75,2060
-14.83,2061
-15.94,2062
-14.99,2063
-16.66,2064
-17.01,2065
-16.49,2066
-15.18,2067
-14.73,2068
-15.9,2069
-15.15,2070
-13.34,2071
-12.1,2072
-12.84,2073
-13.0,2074
-12.41,2075
-11.85,2076
-12.3,2077
-13.48,2078
-14.02,2079
-14.63,2080
-14.61,2081
-13.67,2082
-11.95,2083
-12.71,2084
-11.67,2085
-11.7,2086
-12.85,2087
-14.88,2088
-14.86,2089
-14.86,2090
-14.38,2091
-15.21,2092
-12.69,2093
-12.18,2094
-10.15,2095
-7.76,2096
-8.18,2097
-8.69,2098
-8.62,2099
-9.07,2100
-9.67,2101
-9.57,2102
-9.96,2103
-10.45,2104
-9.92,2105
-11.03,2106
-9.99,2107
-10.89,2108
-11.78,2109
-10.78,2110
-11.72,2111
-13.55,2112
-14.95,2113
-15.73,2114
-16.02,2115
-15.74,2116
-17.64,2117
-17.94,2118
-17.97,2119
-17.94,2120
-17.68,2121
-17.0,2122
-16.81,2123
-17.6,2124
-18.27,2125
-18.99,2126
-18.08,2127
-17.73,2128
-18.31,2129
-18.75,2130
-19.24,2131
-18.47,2132
-19.19,2133
-20.61,2134
-20.46,2135
-18.34,2136
-18.81,2137
-19.98,2138
-20.06,2139
-19.14,2140
-16.19,2141
-17.24,2142
-15.79,2143
-16.33,2144
-16.69,2145
-15.97,2146
-15.02,2147
-15.57,2148
-14.97,2149
-15.78,2150
-15.11,2151
-15.66,2152
-17.33,2153
-18.02,2154
-17.64,2155
-18.16,2156
-18.48,2157
-20.03,2158
-20.86,2159
-19.98,2160
-18.88,2161
-17.41,2162
-18.61,2163
-18.26,2164
-17.91,2165
-15.3,2166
-15.75,2167
-15.35,2168
-14.89,2169
-15.21,2170
-16.18,2171
-17.05,2172
-18.62,2173
-18.74,2174
-18.13,2175
-17.15,2176
-18.2,2177
-16.89,2178
-17.23,2179
-18.54,2180
-19.05,2181
-18.54,2182
-17.16,2183
-15.54,2184
-14.8,2185
-14.07,2186
-14.0,2187
-12.36,2188
-13.42,2189
-13.53,2190
-12.59,2191
-12.8,2192
-12.12,2193
-12.19,2194
-10.93,2195
-12.67,2196
-13.52,2197
-14.83,2198
-13.27,2199
-11.4,2200
-10.95,2201
-12.14,2202
-12.77,2203
-11.95,2204
-12.94,2205
-12.25,2206
-10.69,2207
-10.21,2208
-10.57,2209
-10.01,2210
-9.71,2211
-8.69,2212
-7.57,2213
-6.88,2214
-6.68,2215
-6.18,2216
-6.44,2217
-6.57,2218
-6.16,2219
-4.89,2220
-5.38,2221
-5.36,2222
-4.68,2223
-5.62,2224
-5.36,2225
-4.0,2226
-3.66,2227
-1.83,2228
-1.79,2229
-2.7,2230
-1.46,2231
-1.5,2232
-1.48,2233
-1.03,2234
-1.35,2235
-0.9,2236
-2.26,2237
-2.32,2238
-1.49,2239
-0.63,2240
-0.75,2241
-0.37,2242
-1.05,2243
-0.01,2244
-1.32,2245
-0.6,2246
-2.82,2247
-1.18,2248
0.25,2249
0.3,2250
2.63,2251
2.13,2252
2.61,2253
1.7,2254
0.95,2255
1.35,2256
1.37,2257
1.21,2258
0.44,2259
0.48,2260
-0.31,2261
-1.39,2262
-1.61,2263
-2.04,2264
-2.43,2265
-2.87,2266
-2.37,2267
-2.25,2268
0.08,2269
0.65,2270
-0.7,2271
0.25,2272
1.09,2273
1.78,2274
3.61,2275
3.27,2276
3.14,2277
2.86,2278
2.91,2279
1.74,2280
1.92,2281
3.9,2282
4.42,2283
6.1,2284
7.03,2285
7.89,2286
8.31,2287
8.29,2288
6.17,2289
5.94,2290
6.67,2291
6.66,2292
7.18,2293
7.08,2294
5.97,2295
4.52,2296
3.62,2297
3.68,2298
2.96,2299
2.4,2300
2.42,2301
3.53,2302
2.52,2303
1.8,2304
1.86,2305
2.43,2306
1.18,2307
0.16,2308
-1.86,2309
-3.51,2310
-4.26,2311
-5.77,2312
-7.87,2313
-9.23,2314
-8.47,2315
-7.89,2316
-8.43,2317
-8.99,2318
-8.17,2319
-8.29,2320
-6.06,2321
-6.56,2322
-6.58,2323
-6.49,2324
-6.63,2325
-7.57,2326
-6.26,2327
-6.79,2328
-8.15,2329
-9.85,2330
-11.74,2331
-12.27,2332
-12.83,2333
-11.5,2334
-12.63,2335
-12.53,2336
-12.76,2337
-12.53,2338
-14.25,2339
-12.69,2340
-14.16,2341
-14.32,2342
-15.3,2343
-14.14,2344
-13.69,2345
-12.91,2346
-12.38,2347
-13.75,2348
-15.02,2349
-16.22,2350
-14.62,2351
-15.47,2352
-14.91,2353
-14.08,2354
-15.32,2355
-16.77,2356
-17.37,2357
-17.04,2358
-17.81,2359
-17.29,2360
-16.54,2361
-15.87,2362
-17.66,2363
-17.5,2364
-16.47,2365
-16.93,2366
-16.53,2367
-16.52,2368
-16.74,2369
-16.92,2370
-16.78,2371
-16.65,2372
-16.29,2373
-16.58,2374
-18.21,2375
-19.03,2376
-18.35,2377
-18.78,2378
-19.41,2379
-21.16,2380
-22.71,2381
-22.14,2382
-21.85,2383
-21.69,2384
-22.29,2385
-22.12,2386
-22.61,2387
-21.08,2388
-21.45,2389
-20.38,2390
-19.44,2391
-19.91,2392
-20.31,2393
-21.05,2394
-21.35,2395
-21.46,2396
-22.5,2397
-20.75,2398
-20.45,2399
-19.89,2400
-20.46,2401
-22.7,2402
-20.95,2403
-19.1,2404
-19.08,2405
-19.51,2406
-17.91,2407
-17.98,2408
-17.73,2409
-17.21,2410
-17.55,2411
-18.36,2412
-19.03,2413
-19.56,2414
-19.14,2415
-18.89,2416
-20.25,2417
-19.26,2418
-20.29,2419
-19.61,2420
-17.91,2421
-18.48,2422
-18.02,2423
-19.22,2424
-19.34,2425
-18.8,2426
-19.98,2427
-18.94,2428
-19.47,2429
-18.49,2430
-18.27,2431
-17.17,2432
-15.51,2433
-13.93,2434
-13.73,2435
-12.94,2436
-12.5,2437
-12.54,2438
-13.32,2439
-14.06,2440
-13.53,2441
-15.63,2442
-14.52,2443
-15.38,2444
-15.18,2445
-15.0,2446
-15.77,2447
-15.35,2448
-14.79,2449
-14.88,2450
-13.72,2451
-14.08,2452
-15.32,2453
-13.33,2454
-12.92,2455
-11.7,2456
-12.74,2457
-10.93,2458
-11.69,2459
-12.21,2460
-12.2,2461
-11.38,2462
-10.69,2463
-12.51,2464
-12.79,2465
-11.54,2466
-11.29,2467
-9.46,2468
-9.01,2469
-9.18,2470
-7.6,2471
-7.13,2472
-7.46,2473
-7.76,2474
-7.55,2475
-9.16,2476
-10.73,2477
-10.55,2478
-11.24,2479
-11.92,2480
-11.77,2481
-11.29,2482
-13.32,2483
-10.7,2484
-9.74,2485
-8.88,2486
-10.89,2487
-11.29,2488
-12.26,2489
-12.36,2490
-10.81,2491
-11.31,2492
-12.3,2493
-12.33,2494
-12.87,2495
-12.41,2496
-12.81,2497
-11.96,2498
-11.23,2499
-10.11,2500
-9.99,2501
-10.71,2502
-11.42,2503
-11.95,2504
-12.93,2505
-12.22,2506
-14.35,2507
-13.05,2508
-13.86,2509
-13.95,2510
-14.66,2511
-14.43,2512
-13.75,2513
-13.4,2514
-13.51,2515
-13.17,2516
-11.16,2517
-11.18,2518
-12.24,2519
-11.11,2520
-9.97,2521
-11.7,2522
-11.59,2523
-9.47,2524
-8.51,2525
-9.21,2526
-10.94,2527
-8.27,2528
-8.79,2529
-8.27,2530
-7.38,2531
-7.49,2532
-8.03,2533
-7.91,2534
-7.29,2535
-5.68,2536
-4.85,2537
-4.02,2538
-5.76,2539
-6.35,2540
-6.99,2541
-7.64,2542
-9.94,2543
-10.49,2544
-9.53,2545
-9.44,2546
-8.49,2547
-8.81,2548
-7.32,2549
-8.58,2550
-9.77,2551
-10.04,2552
-10.7,2553
-10.96,2554
-10.11,2555
-12.04,2556
-12.03,2557
-10.94,2558
-11.97,2559
-11.93,2560
-11.47,2561
-11.91,2562
-12.17,2563
-11.47,2564
-9.06,2565
-9.4,2566
-8.87,2567
-7.7,2568
-7.86,2569
-7.41,2570
-7.52,2571
-5.94,2572
-6.48,2573
-5.13,2574
-5.99,2575
-4.83,2576
-5.44,2577
-4.34,2578
-5.12,2579
-4.92,2580
-4.57,2581
-3.35,2582
-3.83,2583
-5.72,2584
-5.3,2585
-6.69,2586
-6.7,2587
-6.98,2588
-6.52,2589
-8.07,2590
-7.48,2591
-7.99,2592
-7.63,2593
-7.74,2594
-6.17,2595
-5.62,2596
-4.11,2597
-4.4,2598
-6.36,2599
-5.88,2600
-5.08,2601
-5.41,2602
-3.96,2603
-5.47,2604
-5.63,2605
-5.78,2606
-7.7,2607
-8.3,2608
-9.39,2609
-10.21,2610
-12.57,2611
-12.14,2612
-13.45,2613
-13.03,2614
-13.48,2615
-16.08,2616
-16.67,2617
-17.06,2618
-17.89,2619
-18.34,2620
-17.77,2621
-17.46,2622
-17.46,2623
-18.58,2624
-17.58,2625
-17.27,2626
-17.19,2627
-15.43,2628
-14.52,2629
-14.81,2630
-12.77,2631
-13.18,2632
-11.89,2633
-13.12,2634
-13.64,2635
-12.7,2636
-12.57,2637
-12.41,2638
-12.38,2639
-12.4,2640
-11.8,2641
-10.8,2642
-12.05,2643
-12.03,2644
-12.83,2645
-13.96,2646
-13.65,2647
-13.07,2648
-12.43,2649
-12.13,2650
-11.35,2651
-11.57,2652
-12.25,2653
-11.65,2654
-12.1,2655
-12.16,2656
-14.5,2657
-14.81,2658
-14.55,2659
-15.72,2660
-17.46,2661
-18.32,2662
-18.69,2663
-20.29,2664
-21.1,2665
-20.95,2666
-20.61,2667
-19.87,2668
-20.72,2669
-22.13,2670
-21.31,2671
-21.21,2672
-20.44,2673
-20.31,2674
-20.44,2675
72.69,2676
-21.9,2677
-21.36,2678
-21.71,2679
-19.95,2680
-20.75,2681
-20.31,2682
-20.27,2683
-20.32,2684
-20.36,2685
-21.22,2686
-20.4,2687
-20.02,2688
-20.26,2689
-21.66,2690
-21.48,2691
-20.41,2692
-19.87,2693
-19.76,2694
-19.58,2695
-20.55,2696
-21.82,2697
-22.63,2698
-23.23,2699
-23.54,2700
-24.91,2701
-24.8,2702
-25.69,2703
-23.66,2704
-23.63,2705
-21.93,2706
-22.16,2707
-21.72,2708
-21.59,2709
-20.39,2710
-21.14,2711
-21.84,2712
-21.98,2713
-21.54,2714
-19.81,2715
-20.73,2716
-20.22,2717
-19.41,2718
-18.31,2719
-18.44,2720
-18.8,2721
-19.93,2722
-17.49,2723
-17.2,2724
-15.37,2725
-14.42,2726
-14.2,2727
-13.88,2728
-16.45,2729
-17.36,2730
-17.2,2731
-17.68,2732
-17.13,2733
-17.05,2734
-16.89,2735
-16.38,2736
-15.63,2737
-17.63,2738
-18.74,2739
-18.38,2740
-16.72,2741
-18.65,2742
-18.97,2743
-17.69,2744
-17.28,2745
-15.83,2746
-15.64,2747
-17.16,2748
-15.91,2749
-14.72,2750
-13.8,2751
-11.99,2752
-13.94,2753
-13.45,2754
-13.06,2755
-14.51,2756
-16.07,2757
-16.66,2758
-15.61,2759
-18.19,2760
-15.65,2761
-16.1,2762
-16.53,2763
-16.82,2764
-15.75,2765
-14.65,2766
-17.36,2767
-16.93,2768
-18.54,2769
-17.27,2770
-19.07,2771
-19.02,2772
-19.83,2773
-18.64,2774
-18.05,2775
-17.22,2776
-14.92,2777
-15.27,2778
-14.64,2779
-13.76,2780
-12.46,2781
-11.87,2782
-9.42,2783
-8.9,2784
-9.15,2785
-9.31,2786
-9.91,2787
-10.62,2788
-10.9,2789
-11.72,2790
-10.67,2791
-8.47,2792
-10.22,2793
-11.43,2794
-11.86,2795
-12.69,2796
-12.23,2797
-12.43,2798
-11.94,2799
-12.61,2800
-11.64,2801
-13.79,2802
-14.53,2803
-15.02,2804
-14.34,2805
-13.67,2806
-15.82,2807
-15.54,2808
-15.0,2809
-13.86,2810
-13.11,2811
-12.21,2812
-11.95,2813
-12.09,2814
-12.67,2815
-11.98,2816
-12.43,2817
-10.39,2818
-11.25,2819
-12.34,2820
-13.72,2821
-14.92,2822
-15.77,2823
-16.17,2824
-16.18,2825
-16.6,2826
-16.0,2827
-16.78,2828
-16.05,2829
-17.37,2830
-17.37,2831
-18.51,2832
-17.58,2833
-17.51,2834
-16.89,2835
-17.5,2836
-18.14,2837
-17.38,2838
-17.29,2839
-17.4,2840
-17.62,2841
-16.47,2842
-14.98,2843
-13.44,2844
-15.15,2845
-15.14,2846
-14.32,2847
-14.12,2848
-14.54,2849
-14.9,2850
-16.2,2851
-17.61,2852
-17.01,2853
-15.99,2854
-15.84,2855
-14.17,2856
-16.2,2857
-14.12,2858
-14.9,2859
-14.82,2860
-15.59,2861
-14.74,2862
-14.68,2863
-14.08,2864
-14.62,2865
-13.3,2866
-14.3,2867
-14.28,2868
-14.5,2869
-14.68,2870
-15.26,2871
-14.56,2872
-13.72,2873
-12.56,2874
-12.01,2875
-12.25,2876
-12.03,2877
-12.83,2878
-12.82,2879
-12.82,2880
-12.89,2881
-12.94,2882
-13.35,2883
-12.3,2884
-12.06,2885
-11.81,2886
-11.36,2887
-12.85,2888
-11.62,2889
-11.12,2890
-12.33,2891
-13.43,2892
-12.61,2893
-12.82,2894
-12.57,2895
-13.07,2896
-13.52,2897
-14.43,2898
-14.25,2899
-15.34,2900
-17.45,2901
-19.07,2902
-18.56,2903
-17.66,2904
-17.3,2905
-18.24,2906
-17.08,2907
-15.37,2908
-15.07,2909
-14.49,2910
-13.54,2911
-14.37,2912
-13.7,2913
-11.63,2914
-10.22,2915
-11.24,2916
-12.22,2917
-13.01,2918
-11.69,2919
-12.05,2920
-13.05,2921
-10.14,2922
-10.07,2923
-9.73,2924
-8.53,2925
-9.57,2926
-9.3,2927
-8.6,2928
-8.97,2929
-9.43,2930
-9.65,2931
-9.37,2932
-9.97,2933
-9.35,2934
-9.64,2935
-6.06,2936
-6.03,2937
-5.79,2938
-5.21,2939
-4.66,2940
-5.97,2941
-5.54,2942
-7.17,2943
-6.35,2944
-6.17,2945
-6.15,2946
-5.72,2947
-6.39,2948
-7.87,2949
-7.98,2950
-8.56,2951
-8.9,2952
-8.79,2953
-9.9,2954
-10.32,2955
-10.31,2956
-10.21,2957
-9.9,2958
-8.79,2959
-9.31,2960
-9.01,2961
-8.6,2962
-9.32,2963
-9.03,2964
-8.48,2965
-9.58,2966
-7.81,2967
-8.69,2968
-9.0,2969
-7.59,2970
-6.52,2971
-6.71,2972
-5.54,2973
-6.1,2974
-4.6,2975
-5.39,2976
-5.69,2977
-5.48,2978
-6.84,2979
-6.82,2980
-7.06,2981
-7.55,2982
-7.88,2983
-8.17,2984
-9.59,2985
-10.79,2986
-11.88,2987
-13.09,2988
-14.11,2989
-13.6,2990
-12.87,2991
-12.06,2992
-10.39,2993
-9.64,2994
-11.28,2995
-12.27,2996
-11.98,2997
-12.46,2998
-13.29,2999
-13.8,3000
-14.5,3001
-15.27,3002
-14.46,3003
-14.38,3004
-14.53,3005
-14.29,3006
-15.31,3007
-14.62,3008
-14.17,3009
-14.92,3010
-14.71,3011
-14.2,3012
-12.85,3013
-12.91,3014
-12.0,3015
-11.37,3016
-11.38,3017
-12.55,3018
-11.23,3019
-12.68,3020
-11.97,3021
-11.53,3022
-13.02,3023
-13.85,3024
-14.15,3025
-14.95,3026
-14.2,3027
-14.45,3028
-13.17,3029
-13.94,3030
-12.95,3031
-12.98,3032
-12.9,3033
-14.77,3034
-15.3,3035
-13.96,3036
-15.58,3037
-16.66,3038
-15.22,3039
-16.85,3040
-17.51,3041
-18.17,3042
-17.72,3043
-17.08,3044
-17.68,3045
-18.18,3046
-19.28,3047
-20.55,3048
-21.84,3049
-21.47,3050
-21.15,3051
-20.97,3052
-20.38,3053
-45.83,3054
-19.81,3055
-19.71,3056
-19.97,3057
-17.66,3058
-19.72,3059
-19.14,3060
-20.23,3061
-19.28,3062
-18.83,3063
-20.22,3064
-20.14,3065
-20.07,3066
-19.05,3067
-19.54,3068
-19.13,3069
-19.73,3070
-20.27,3071
-22.02,3072
-22.52,3073
-20.18,3074
-20.41,3075
-20.76,3076
-19.09,3077
-20.11,3078
-22.53,3079
-21.53,3080
-21.94,3081
-22.23,3082
-22.37,3083
-23.25,3084
-22.8,3085
-23.79,3086
-21.36,3087
-21.56,3088
-21.83,3089
-23.53,3090
-24.24,3091
-23.77,3092
-24.09,3093
-23.24,3094
-23.26,3095
-23.76,3096
-25.29,3097
-25.04,3098
-26.02,3099
-26.44,3100
-27.04,3101
-26.11,3102
-26.44,3103
-26.59,3104
-25.49,3105
-25.61,3106
-25.62,3107
-25.25,3108
-25.31,3109
-21.65,3110
-23.86,3111
-23.37,3112
-22.51,3113
-23.77,3114
-25.52,3115
-24.96,3116
-24.69,3117
-23.78,3118
-23.43,3119
-24.07,3120
-24.16,3121
-23.01,3122
-22.68,3123
-23.18,3124
-23.2,3125
-23.63,3126
-23.71,3127
-22.78,3128
-22.9,3129
-24.06,3130
-23.23,3131
-24.27,3132
-24.9,3133
-25.59,3134
-23.13,3135
-23.34,3136
-22.05,3137
-21.07,3138
-20.38,3139
-18.55,3140
-18.87,3141
-18.02,3142
-18.32,3143
-18.93,3144
-18.65,3145
-17.22,3146
-16.28,3147
-16.73,3148
-15.71,3149
-16.57,3150
-17.4,3151
-17.81,3152
-18.02,3153
-18.13,3154
-16.84,3155
-17.03,3156
-17.98,3157
-18.03,3158
-19.05,3159
-19.36,3160
-21.02,3161
-21.01,3162
-21.11,3163
-21.72,3164
-20.55,3165
-20.08,3166
-20.33,3167
-19.15,3168
-18.27,3169
-17.29,3170
-18.31,3171
-17.24,3172
-17.92,3173
-20.3,3174
-20.19,3175
-21.4,3176
-22.19,3177
-21.09,3178
-19.88,3179
-20.36,3180
-20.37,3181
-19.6,3182
-22.33,3183
-21.68,3184
-23.11,3185
-23.84,3186
-22.72,3187
-22.58,3188
-23.31,3189
-23.68,3190
-24.73,3191
-22.82,3192
-22.22,3193
-22.26,3194
-23.29,3195
-25.19,3196
-23.89,3197
-24.03,3198
-23.51,3199
-23.72,3200
-22.81,3201
-23.03,3202
-22.94,3203
-23.21,3204
-23.05,3205
-21.35,3206
-20.38,3207
-19.65,3208
-21.32,3209
-21.11,3210
-21.29,3211
-21.62,3212
-21.89,3213
-18.66,3214
-18.94,3215
-20.02,3216
-18.3,3217
-17.81,3218
-18.74,3219
-17.61,3220
-18.21,3221
-18.91,3222
-19.82,3223
-18.75,3224
-18.66,3225
-17.52,3226
-15.69,3227
-16.45,3228
-17.0,3229
-16.42,3230
-16.56,3231
-16.75,3232
-14.53,3233
-14.89,3234
-17.04,3235
-18.26,3236
-19.54,3237
-19.41,3238
-19.66,3239
-20.21,3240
-19.25,3241
-17.98,3242
-18.52,3243
-17.77,3244
-18.19,3245
-19.1,3246
-19.22,3247
-19.25,3248
-20.35,3249
-20.62,3250
-21.05,3251
-21.48,3252
-21.58,3253
-21.93,3254
-23.02,3255
-21.92,3256
-22.12,3257
-21.75,3258
-21.93,3259
-22.17,3260
-22.11,3261
-21.68,3262
-21.09,3263
-21.51,3264
-21.08,3265
-22.98,3266
-23.23,3267
-20.95,3268
-21.66,3269
-22.03,3270
-24.94,3271
-24.2,3272
-23.95,3273
-25.14,3274
-24.36,3275
-24.1,3276
-23.99,3277
-23.61,3278
-22.72,3279
-21.78,3280
-21.98,3281
-21.77,3282
-21.31,3283
-22.33,3284
-21.43,3285
-22.97,3286
-23.2,3287
-23.44,3288
-24.95,3289
-24.68,3290
-23.97,3291
-23.69,3292
-21.22,3293
-21.38,3294
-21.14,3295
-22.59,3296
-23.73,3297
-21.11,3298
-20.91,3299
-20.96,3300
-21.32,3301
-21.45,3302
-22.22,3303
-21.46,3304
-19.48,3305
-19.36,3306
-20.57,3307
-20.19,3308
-21.4,3309
-18.28,3310
-18.12,3311
-17.18,3312
-16.89,3313
-15.62,3314
-14.76,3315
-14.38,3316
-14.79,3317
-14.42,3318
-14.96,3319
-16.47,3320
-15.47,3321
-15.46,3322
-16.51,3323
-15.68,3324
-15.87,3325
-15.16,3326
-11.88,3327
-11.66,3328
-12.36,3329
-12.07,3330
-13.14,3331
-12.38,3332
-11.85,3333
-13.93,3334
-13.58,3335
-15.17,3336
-15.39,3337
-15.81,3338
-16.42,3339
-16.41,3340
-16.27,3341
-16.57,3342
-17.01,3343
-16.36,3344
-15.27,3345
-14.26,3346
-15.09,3347
-16.1,3348
-18.12,3349
-16.52,3350
-19.37,3351
-19.32,3352
-19.07,3353
-19.21,3354
-18.78,3355
-21.6,3356
-21.24,3357
-21.11,3358
-19.92,3359
-21.42,3360
-21.13,3361
-20.61,3362
-21.39,3363
-20.59,3364
-18.96,3365
-18.93,3366
-19.26,3367
-20.16,3368
-21.72,3369
-22.06,3370
-22.04,3371
-21.77,3372
-22.94,3373
-24.59,3374
-24.82,3375
-24.42,3376
-24.5,3377
-25.4,3378
-26.2,3379
-26.59,3380
-25.21,3381
-26.1,3382
-26.52,3383
-27.15,3384
-25.62,3385
-24.88,3386
-25.34,3387
-25.94,3388
-25.51,3389
-25.35,3390
-25.58,3391
-26.26,3392
-25.61,3393
-25.29,3394
-24.47,3395
-24.29,3396
-24.34,3397
-24.34,3398
-24.0,3399
-24.74,3400
-23.88,3401
-26.13,3402
-27.51,3403
-25.83,3404
-26.18,3405
-25.18,3406
-25.04,3407
-25.75,3408
-25.84,3409
-25.52,3410
-25.35,3411
-25.13,3412
-25.33,3413
-26.07,3414
-26.02,3415
-25.48,3416
-24.87,3417
-26.84,3418
-27.78,3419
-26.04,3420
-27.15,3421
-27.3,3422
-26.16,3423
-27.24,3424
-26.56,3425
-26.87,3426
-24.25,3427
-24.0,3428
-23.74,3429
-22.42,3430
-21.41,3431
-21.62,3432
-22.54,3433
-22.79,3434
-24.67,3435
-24.05,3436
-22.53,3437
-24.03,3438
-23.38,3439
-23.86,3440
-22.74,3441
-24.43,3442
-24.18,3443
-25.43,3444
-26.06,3445
-26.67,3446
-25.35,3447
-27.2,3448
-27.97,3449
-28.15,3450
-28.37,3451
-27.64,3452
-27.6,3453
-27.87,3454
-25.5,3455
-24.11,3456
-23.86,3457
-21.3,3458
-21.69,3459
-20.67,3460
-19.2,3461
-19.6,3462
-17.42,3463
-17.24,3464
-17.27,3465
-16.93,3466
-15.54,3467
-15.96,3468
-16.0,3469
-16.7,3470
-16.82,3471
-17.75,3472
-16.59,3473
-16.91,3474
-17.36,3475
-17.33,3476
-17.18,3477
-17.93,3478
-15.51,3479
-15.49,3480
-16.66,3481
-16.05,3482
-16.59,3483
-17.37,3484
-17.59,3485
-16.12,3486
-16.08,3487
-15.58,3488
-13.81,3489
-13.23,3490
-14.85,3491
-14.23,3492
-14.65,3493
-15.8,3494
-16.14,3495
-16.23,3496
-17.52,3497
-16.94,3498
-15.81,3499
-15.23,3500
-14.65,3501
-13.91,3502
-12.49,3503
-10.95,3504
-11.48,3505
-11.74,3506
-12.17,3507
-11.63,3508
-11.7,3509
-13.13,3510
-11.09,3511
-11.74,3512
-11.32,3513
-12.5,3514
-12.93,3515
-13.38,3516
-14.38,3517
-14.11,3518
-14.78,3519
-15.06,3520
-16.24,3521
-14.95,3522
-13.24,3523
-13.79,3524
-12.52,3525
-12.83,3526
-11.5,3527
-14.3,3528
-14.23,3529
-15.68,3530
-15.27,3531
-14.06,3532
-14.8,3533
-15.05,3534
-15.6,3535
-16.59,3536
-16.23,3537
-14.96,3538
-16.2,3539
-16.48,3540
-17.41,3541
-17.18,3542
-16.69,3543
-15.98,3544
-15.52,3545
-14.53,3546
-15.39,3547
-16.57,3548
-16.42,3549
-16.11,3550
-17.47,3551
-16.43,3552
-15.69,3553
-15.19,3554
-15.88,3555
-15.29,3556
-12.85,3557
-12.86,3558
-14.33,3559
-13.98,3560
-14.26,3561
-13.35,3562
-13.77,3563
-14.48,3564
-13.76,3565
-13.34,3566
-12.09,3567
-12.19,3568
-12.3,3569
-11.45,3570
-11.78,3571
-12.14,3572
-12.79,3573
-12.82,3574
-11.6,3575
-10.3,3576
-8.23,3577
-7.39,3578
-7.58,3579
-6.82,3580
-6.78,3581
-7.18,3582
-7.12,3583
-8.09,3584
-9.23,3585
-10.7,3586
-9.16,3587
-10.11,3588
-9.17,3589
-9.1,3590
-8.51,3591
-8.5,3592
-10.23,3593
-10.1,3594
-10.15,3595
-9.12,3596
-9.82,3597
-9.68,3598
-10.66,3599
-10.9,3600
-11.61,3601
-12.06,3602
-9.87,3603
-10.22,3604
-7.51,3605
-7.31,3606
-6.5,3607
-6.14,3608
-5.77,3609
-6.76,3610
-6.92,3611
-8.26,3612
-7.84,3613
-6.61,3614
-5.29,3615
-5.91,3616
-4.66,3617
-3.93,3618
-4.81,3619
-5.04,3620
-3.01,3621
-3.32,3622
-22.73,3623
-3.67,3624
-4.8,3625
-6.18,3626
-6.29,3627
-5.58,3628
-4.32,3629
-5.45,3630
-5.95,3631
-5.22,3632
-4.76,3633
-5.26,3634
-6.82,3635
-7.8,3636
-7.61,3637
-7.55,3638
-6.51,3639
-6.43,3640
-6.94,3641
-9.19,3642
-9.02,3643
-9.64,3644
-8.77,3645
-7.04,3646
-9.75,3647
-11.49,3648
-11.44,3649
-11.49,3650
-13.69,3651
-13.98,3652
-12.85,3653
-12.72,3654
-13.26,3655
-14.01,3656
-13.21,3657
-11.97,3658
-12.4,3659
-13.21,3660
-13.9,3661
-14.02,3662
-15.32,3663
-15.47,3664
-16.52,3665
-17.34,3666
-18.88,3667
-18.22,3668
-18.66,3669
-19.76,3670
-20.95,3671
-21.52,3672
-21.16,3673
-19.8,3674
-20.58,3675
-21.74,3676
-22.85,3677
-23.01,3678
-22.99,3679
-22.52,3680
-20.55,3681
-20.29,3682
-20.06,3683
-18.15,3684
-18.44,3685
-20.12,3686
-21.01,3687
-23.12,3688
-23.15,3689
-21.52,3690
-23.16,3691
-23.04,3692
-24.51,3693
-24.72,3694
-25.4,3695
-24.37,3696
-24.67,3697
-24.23,3698
-25.37,3699
-26.13,3700
-26.91,3701
-26.34,3702
-27.63,3703
-25.37,3704
-25.3,3705
-26.38,3706
-25.9,3707
-25.16,3708
-26.42,3709
-26.67,3710
-26.89,3711
-26.65,3712
-28.08,3713
-29.1,3714
-30.24,3715
-30.07,3716
-30.16,3717
-30.87,3718
-29.98,3719
-29.16,3720
-29.56,3721
-28.9,3722
-27.68,3723
-26.94,3724
-26.56,3725
-27.68,3726
-28.77,3727
-28.27,3728
-28.66,3729
-28.54,3730
-29.59,3731
-29.23,3732
-30.63,3733
-30.94,3734
-31.31,3735
-30.36,3736
-29.68,3737
-29.54,3738
-28.87,3739
-29.07,3740
-30.16,3741
-28.41,3742
-29.46,3743
-28.03,3744
-28.96,3745
-30.06,3746
